Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
13:9	bvm9	ISSUE:MATCH_FAIL	rc://*/ta/man/translate/figs-simile	וּ⁠בְחַנְתִּ֖י⁠ם כִּ⁠בְחֹ֣ן הַ⁠זָּהָ֑ב	1	The point of this comparison is that just as **gold** is tested by fire to prove its genuineness, so Yahweh will test his people through trials. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [I will test them to prove they are genuine, just as gold is tested by fire to prove its genuineness]
14:intro	ljq3				0	# Zechariah 14 General Notes\n\n## Structure and Formatting\n\nThis chapter is written in prose about Jerusalem during the last days. (See: [[rc://*/tw/dict/bible/kt/lastday]])\n\n## Religious and Cultural Concepts in This Chapter\n\n### Last days\n\nZechariah often speaks of the last days by using the phrase “that day” or “in that day.” When referencing a future “day,” the translator should be aware that it is possible that the author is speaking about the last days.
14:1	zs1r				0	# General Information:\n\nThis chapter describes the final war for the city of Jerusalem and how God will save it.
14:1	a7h2		rc://*/ta/man/translate/figs-metaphor	A day for Yahweh is coming when your plunder will be divided in your midst	0	A future time is spoken of as if “a day is coming.” The phrase “will be divided” can be stated in active form. Alternate translation: [Soon Yahweh will judge you, and he will allow your enemies to take all of your possessions and divide if for themselves while you watch] (See also: [[rc://*/ta/man/translate/figs-activepassive]])
14:2	q4hu		rc://*/ta/man/translate/figs-hyperbole	I will gather every nation against Jerusalem for battle	0	Here “every nation” is a generalization that means “many nations.” Alternate translation: [I will cause many nations to attack Jerusalem]
14:2	qi2n		rc://*/ta/man/translate/figs-activepassive	the city will be captured	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: [your enemies will capture the city]
14:2	lk8a		rc://*/ta/man/translate/figs-activepassive	The houses will be plundered and the women raped	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: [Enemies will plunder the houses and rape the women]
14:2	cej1		rc://*/ta/man/translate/figs-activepassive	the remainder of the people will not be cut off from the city	0	Not removing people from the city is spoken of as if the people will not be “cut off.” If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: [your enemies will allow the remaining people to stay in the city]
14:3	l9z1				0	# General Information:\n\nThese verses continue the description of the final war for the city of Jerusalem and of how God will save it. In this prophecy, Yahweh is described as a warrior who will come and fight in battle.
14:3	m5ez			as when he wages war on the day of battle	0	Alternate translation: [just as he fought battles in the past]
14:4	v1g4			On that day	0	Alternate translation: [At that time]
14:4	ak3r		rc://*/ta/man/translate/figs-synecdoche	his feet will stand on the Mount of Olives	0	Here “feet” represents Yahweh. Alternate translation: [he will stand on the Mount of Olives]
14:4	kpm4		rc://*/ta/man/translate/figs-activepassive	The Mount of Olives will be split … by a very great valley	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: [The presences of Yahweh will split the Mount of Olives … causing there to be a very great valley]
14:5	x9i7				0	# General Information:\n\nThese verses continue the description of the final war for the city of Jerusalem and of how God will save her.
14:5	u952		rc://*/ta/man/translate/figs-you	you will flee	0	Here “you” is plural and refers to the people of Jerusalem.
14:5	n974			between Yahweh’s mountains	0	This refers to the mountains created after the Mount of Olives split in half.
14:5	q9u5		rc://*/ta/man/translate/translate-names	Azel	0	This is the name of a town or village east of Jerusalem.
14:5	d8ly		rc://*/ta/man/translate/figs-explicit	You will flee just as you fled	0	Here “You will” refers to the people of Jerusalem. But, “you fled” refers to their ancestors since this describes an event that happened many years earlier. Alternate translation: [You will flee just as your ancestors fled]
14:5	n1lh		rc://*/ta/man/translate/figs-idiom	in the days of Uzziah, king of Judah	0	Here “in the days” is an idiom that refers to the time when Uzziah was king. Alternate translation: [when Uzziah was king of Judah]
14:5	mw1g			the holy ones	0	This probably refers to God’s angels.
14:6	g29k				0	# General Information:\n\nThese verses continue the description of the final war for the city of Jerusalem and of how God will save her.
14:6	qjd1			On that day	0	Alternate translation: [At that time]
14:6	z2kn		rc://*/ta/man/translate/figs-explicit	there will be no light	0	It is implied that there will be no light from the sun. Alternate translation: [there will be no light from the sun]
14:7	yli2		rc://*/ta/man/translate/figs-activepassive	a day known only to Yahweh	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: [only Yahweh knows when that day will begin] or [only Yahweh knows when that time will begin]
14:8	v254		rc://*/ta/man/translate/figs-idiom	living waters	0	This normally means running or flowing water, rather than still or stagnant water.
14:8	wpw5			the eastern sea	0	This refers to the Dead Sea, which is east of Jerusalem.
14:8	uks5			the western sea	0	This refers to the Mediterranean Sea.
14:9	k9gf				0	# General Information:\n\nThese verses continue the description of the final war for the city of Jerusalem and of how God will save her.
14:9	r6ni		rc://*/ta/man/translate/figs-metonymy	there will be Yahweh, the one God, and his name alone	0	Here “name” represents Yahweh’s reputation or character. Alternate translation: [people will know that Yahweh is the only true God] or [people will only worship Yahweh, the one true God]
14:10	wmv3		rc://*/ta/man/translate/figs-explicit	All the land	0	It is implied that this is the land of Judah. Alternate translation: [All the land of Judah]
14:10	sj4y		rc://*/ta/man/translate/translate-names	Arabah	0	This is the name of a plain in the Jordan River Valley.
14:10	sxq5		rc://*/ta/man/translate/translate-names	Geba	0	This is the name of a town on the northern border of Judah.
14:10	rz4c		rc://*/ta/man/translate/translate-names	Rimmon	0	This is the name of a town south of Jerusalem.
14:10	uk8u		rc://*/ta/man/translate/grammar-connect-words-phrases	Jerusalem will continue to be raised up	0	This contrasts Jerusalem, which will remain at a higher elevation, to the surrounding area, which is lower in elevation. The contrast can be indicated by adding the word “but.” This can also be stated in active form. Alternate translation: [But, Jerusalem will remain high up] (See also: [[rc://*/ta/man/translate/figs-activepassive]])
14:10	eay1		rc://*/ta/man/translate/translate-names	the Benjamin Gate … the first gate … the Corner Gate	0	These are names of gates in the northeast part of city wall of Jerusalem. This could mean: (1) “the first gate” and “the Corner Gate” refer to the same gate or (2) “the first gate” and “the Corner gate” are separate gates. (See also: [[rc://*/ta/man/translate/figs-explicit]])
14:10	t1rw		rc://*/ta/man/translate/translate-names	the Tower of Hananel	0	This refers to a strong point in the city defenses on the northern wall. It was probably built by a man named Hananel.
14:10	rki8		rc://*/ta/man/translate/figs-explicit	the king’s winepresses	0	This probably refers to the place where wine was made for the royal family. It was located in the southwest part of Jerusalem.
14:11	gbk1		rc://*/ta/man/translate/figs-metonymy	Jerusalem will live in safety	0	Here “Jerusalem” represents the people. Alternate translation: [The people will live safely in Jerusalem]
14:12	qiz5				0	# General Information:\n\nThese verses continue the description of the final war for the city of Jerusalem and of how God will save her.
14:12	wg9q			even as they are standing on their feet	0	“while they are still standing up.” This emphasizes how quickly their flesh will rot away. They will not even have time to lie down.
14:13	w6fr		rc://*/ta/man/translate/figs-abstractnouns	that great fear from Yahweh will come among them	0	If your language does not use an abstract noun for the idea behind the word **fear**, you can express the same idea with a verbal form such as “terrified.” Alternate translation: [Yahweh will cause the people to be very terrified]
14:13	yl73		rc://*/ta/man/translate/figs-idiom	Each one will seize the hand of another, and the hand of one will be raised up against the hand of another	0	These are idioms that refer to being hostile towards another person. Alternate translation: [Each person will grab someone, and they will fight each other]
14:14	jps4				0	# General Information:\n\nThese verses continue the description of the final war for the city of Jerusalem and of how God will save her.
14:14	n8dy		rc://*/ta/man/translate/figs-metonymy	Judah will also fight against Jerusalem	0	Here “Judah” and “Jerusalem” represent the people that live there. Alternate translation: [Even the other people in Judah will fight against the people of Jerusalem]
14:14	h6q8			Judah will also fight against Jerusalem	0	Some versions of the Bible read, “Judah will also fight at Jerusalem.”
14:14	up2x			They will gather the wealth	0	Alternate translation: [They will capture all the valuable possessions]
14:14	q411			in great abundance	0	Alternate translation: [in great quantities]
14:16	wx98				0	# General Information:\n\nThese verses continue the description of the final war for the city of Jerusalem and of how God will save her.
14:16	rf9t		rc://*/ta/man/translate/figs-idiom	that came against Jerusalem	0	Here “came against” is an idiom. Alternate translation: [that attacked Jerusalem]
14:16	y2h6			will instead go up from year to year	0	Alternate translation: [will instead go to Jerusalem every year]
14:16	ryt4			the Festival of Shelters	0	Alternate translation: [the Festival of Tabernacles] or [the Festival of Booths] or [the Festival of Tents]
